0.0000000000,0.0029289834,-0.0032353171,-0.0030802561,0.0118920626,-0.0003592360,0.0028462554
0.0098880529,0.0038974993,-0.0080385273,-0.0010952427,0.0033646207,-0.0015086564,0.0007242488
0.0200430155,0.0019474141,-0.0119573837,-0.0020864082,-0.0083642071,-0.00268604,-0.0013969589
0.0301849842,0.0019796006,-0.0110418564,-0.000183232,-0.0136880251,-0.0027582119,-0.0045762407
0.0400640965,0.0010082237,-0.0062598353,0.0007363484,-0.0147996023,0.0014700224,-0.0056361123
0.0502400398,-0.0019137748,-0.0033899613,-0.0002915337,-0.0040958263,-0.0016128528,-0.0045785708
0.0605150461,9.2458e-05,0.0005305343,0.0006558822,0.0065965788,-0.0036415826,-0.004582366
0.0704400539,-0.0008492953,0.0035657517,-0.0002917721,0.0140654137,-0.0035901833,-0.006707835
0.0804270506,-0.0017679222,0.0056647891,0.0006890224,0.0173338335,-0.0099151246,-0.0045874924
0.0906150341,-0.0007172711,0.0048477584,-0.0021964384,0.0172928199,-0.0056503387,-0.001399955
0.1008050442,0.0128530376,0.0051435465,0.0029244947,0.0382183678,0.2384124696,-0.1902820468
0.1106380224,0.0540294759,0.0295965299,0.0175896212,0.0592869036,0.5676864982,-0.4927356541
0.120740056,-0.0181642659,0.0285718068,0.0171734616,0.0550393984,0.2617182732,-0.218944788
0.1307849884,-0.0407334454,-0.0053303009,-0.0011826827,0.0185623486,-0.0258000828,-0.0014103414
0.1408929825,0.0091462843,-0.0120131737,-0.0009250714,0.0108737759,-0.0035362546,0.0060357903
0.1509870291,-0.0016004927,-0.0032016106,0.0009788201,0.0108055985,0.002774372,-0.0024554324
0.1610029936,0.0028776042,-0.0117216771,-0.0041221455,0.0086896373,0.0006419125,-0.0013954276
0.171002984,0.0001700633,-0.011812008,-0.0055688694,0.0107498588,0.0080945026,-0.0003304296
0.1810920238,-0.0004347451,-0.0139824515,-0.0013607814,0.0001358036,0.002680629,-0.0024522366
0.1911290884,-0.0042584427,-0.0224869028,-0.0007547213,0.000177349,-0.001577233,-0.004577972
0.2012079954,-0.000453759,-0.0238851979,-0.0032874418,-0.0041357735,0.0026159808,-0.0066987132
0.2113200426,0.0039494745,-0.0165231898,-0.0050672367,-0.0030127177,-0.0026450939,-0.0013926313
0.2213610411,0.0043684952,-0.0127445525,-0.0043473318,-0.0008743592,-0.0026279166,-0.0013916993
0.2314170599,0.0027965419,-0.0084264642,-0.0030176712,0.0001821164,-0.0015575923,-0.0013914329
0.2415230274,-0.0010352619,-0.0079487329,-0.0043628886,-0.0040908735,-0.0015932783,-0.0013919657
0.2518320084,1.92635e-05,-0.0086678332,-0.0048436001,-0.0116443969,0.0068502738,0.0017995667
0.261638999,0.0010164492,-0.0097158616,-0.0025038791,-0.0201753527,0.0067948797,0.004988702
0.2716830969,0.0046814196,-0.010090596,-9.24541e-05,-0.0329686478,0.0056427964,0.0081767719
0.281774044,0.0045775287,-0.0107254153,0.0020705389,-0.0382560082,0.0002787241,0.0060504382
0.2920620441,0.0045523755,-0.0067297881,0.0002000855,-0.029709924,-0.0007284833,0.0028623675
0.301856041,0.0025125258,-0.0017706818,-0.001658447,-0.016873328,-0.0038064318,0.0017956386
0.3119910955,0.0025311224,0.0041242475,-0.003610499,0.0002433416,-0.0079013081,0.0017892469
0.3219929934,-0.001236964,0.0063598091,-0.0035978034,0.0119444998,-0.0035424461,0.0039135842
0.3323600292,0.0017274134,0.0018853479,-0.004392691,0.0129487785,0.0028467434,0.0060401182
0.3421419859,0.0027446859,-0.0045637256,-0.0052129701,0.0033416376,0.0027639193,0.0060414495
0.3522210121,0.0036628954,-0.009183622,-0.0031100584,-0.0073189959,0.0016097054,0.0060435804
0.3622710705,0.0026942603,-0.0090266531,-0.0030609441,-0.0137131652,0.0004935076,0.0060439133
0.3726480007,0.0035998933,-0.0090282625,0.0028306174,-0.0147717716,-0.0006045136,0.0017964374
0.3824009895,0.0035861842,-0.0062538749,0.0037392303,-0.0147156073,-0.005939025,-0.0024516375
0.392504096,0.0015587918,-0.0026730963,0.0007308648,-0.0126037197,-0.0038122246,-0.0045747096
0.4025220871,-0.0023234375,-0.0029513009,-0.0023555232,-0.0115717985,-0.0006471905,-0.0088209864
0.4129680395,-0.0033411272,-0.0001350708,-0.0014088227,-0.0073336437,0.0025938766,-0.0056350469
0.4227160215,-0.0034195073,-1.30899e-05,-0.0022597385,-0.0073628845,0.0057972595,-0.0024476426
0.4327390194,-0.0025229342,0.0002246433,-0.0011198594,-0.00421423,0.0111371633,-0.0013839761
0.4428759813,-0.0006177313,0.0004862481,-0.0019345953,0.0021999134,0.0101389447,-0.0003242377
0.4531730413,0.0023210756,0.0007479422,-0.0018091275,0.0086000226,0.0101602506,-0.0056348471
0.4629640579,0.00233097,-0.0009890563,-0.0017266347,0.0107689528,0.0070162551,-0.0024511714
0.4729880095,0.004297208,-0.0018376178,0.0002894328,0.0118552567,0.0048758723,-0.006699712
0.4830930233,0.0043739192,-0.0026389726,0.001267247,0.0054733651,0.0027123205,-0.0045761075
0.4934220314,0.0044646375,-0.0045938259,0.0002404974,-0.0041078897,0.0005271968,-0.0013893691
0.5032100677,0.0064963214,-0.0056155389,0.0001728461,-0.0094121872,-0.0026879706,0.0007333701
0.5132770538,0.0056088082,0.0001057916,-0.0028656793,-0.0040648272,-0.0036885203,0.0028551107
0.5233520269,0.0036835186,0.0039433176,-0.0048710182,0.0087370686,-0.0024968227,0.0060397852
0.533788085,0.0026315562,0.0059131617,-0.0028827263,0.0183316395,-0.0013380814,0.0081615252
0.5434830189,0.0035460703,0.0011769169,-0.0008184983,0.0214997884,0.001866234,0.0071002562
0.5535219908,0.0054060929,-0.0065051084,-0.000683911,0.010785359,0.0060101124,0.0060432474
0.5635939837,0.0033664815,-0.0084258681,-0.00256104,0.0022365581,0.0069969469,0.006045511
0.5740660429,0.0003225915,-0.0084118014,-0.0015121176,-0.0052775498,0.0111549404,0.0028640986
0.583829999,-0.0008087642,-0.0074750846,-0.0023894382,-0.0138276815,0.0121493647,0.0039274991
0.5937920809,-0.0019750483,-0.0076375967,0.0005700515,-0.0213087685,0.0131381964,0.0028680936
0.6038759947,-0.0031315573,-0.0079054004,0.0015554355,-0.0255621821,0.0120454356,0.0039318264
0.6142090559,-0.0003673918,-0.0082608825,0.0015147851,-0.033064574,0.0151562728,0.0028734864
0.6240050793,0.0014579408,-0.0095152026,0.0014902876,-0.0351718776,0.0119492952,0.001809021
0.6341400146,0.0023505799,-0.0057672625,0.0024582075,-0.0308719389,0.0087966453,0.0007445554
0.6441720724,0.0032847635,-0.0029100545,0.0034393594,-0.0276563335,0.0077552157,-0.0003171138
0.6544910669,0.0023160689,-1.52952e-05,-0.0014509632,-0.0180319361,0.0057032499,-0.0024441804
0.6642659903,0.0013724081,2.91698e-05,-0.0024311019,-0.0126764523,0.0036212574,-0.0035087126
0.6743130684,0.0014357679,8.3261e-05,-0.0043875054,-0.0084697222,0.0100522581,0.0007406272
0.6843510866,0.0024569146,0.0040531689,-0.0034073663,-0.0073908223,0.0090001766,0.0007402278
0.69473207,0.0034575574,0.0051281685,-0.0043572262,0.0011984054,0.0037558801,-0.0013881705
0.7044330835,0.003463041,0.0062513882,-0.004295595,0.0054487037,0.0059354114,0.001797769
0.7146070004,0.0053753369,0.0034037761,-0.0022684408,0.0011269255,0.0112031437,0.0018014975
0.7246640921,0.0062820427,-0.0024223693,0.0016710089,-0.0031085117,0.0079824496,0.0018013642
0.7350080013,0.0071988814,-0.0044504171,0.0016953872,-0.0062577007,0.0026356217,-0.0003241046
0.7463400364,0.0052167885,-0.0035695501,-0.0002883746,-0.0083977357,0.0026190432,-0.0003256359
0.7551209927,0.002263736,-0.0016538567,-0.0003036334,-0.0009059981,0.0005692083,0.000733237
0.7650010586,0.0022271983,0.0002020233,-0.0022673679,-0.0009036018,0.0005754665,0.0017957051
0.7752970457,0.0021698587,-0.0008255906,-0.0002963616,0.0076323617,0.0006361867,-0.0003300301
0.7850580215,0.003098201,-0.0018197662,0.0006998704,0.007676038,-0.0035939785,0.001791444
0.7951340675,0.00306518,-0.0037689277,0.0007334874,0.0055300626,-0.0025654654,-0.0003310953
